	cluster	q	p	overall_frequency	C1_nf	C2_nf	C3_nf	C4_nf	C5_nf	C1_f	C2_f	C3_f	C4_f	C5_f	C1_mut	C1_wt	C2_mut	C2_wt	C3_mut	C3_wt	C4_mut	C4_wt	C5_mut	C5_wt	C1_sum	C2_sum	C3_sum	C4_sum	C5_sum
X13Q14.2.DEL	C2	6.56783555621234e-05	1.999980000199998e-05	0.11454545454545453	0.0634920634920635	0.41269841269841273	0.33333333333333337	0.04761904761904763	0.14285714285714288	0.007272727272727273	0.04727272727272727	0.038181818181818185	0.005454545454545455	0.016363636363636365	4	110	26	101	21	74	3	72	9	130	4	26	22	3	9
X18Q21.32.AMP	C2	9.614361687708424e-05	2.999970000299997e-05	0.06	0.030303030303030304	0.48484848484848486	0.06060606060606061	0.030303030303030304	0.3939393939393939	0.0018181818181818182	0.02909090909090909	0.0036363636363636364	0.0018181818181818182	0.023636363636363636	1	113	16	111	2	93	1	74	13	126	1	26	3	1	16
X1Q42.12.DEL	C2	0.0001237196930356278	3.999960000399996e-05	0.09454545454545454	0.057692307692307696	0.46153846153846156	0.09615384615384615	0.038461538461538464	0.3461538461538462	0.005454545454545455	0.04363636363636364	0.00909090909090909	0.0036363636363636364	0.03272727272727273	3	111	24	103	5	90	2	73	18	121	3	24	5	2	19
X18Q23.DEL	C2	0.0001237196930356278	3.999960000399996e-05	0.09636363636363636	0.09433962264150943	0.4339622641509434	0.2830188679245283	0.11320754716981134	0.07547169811320754	0.00909090909090909	0.04181818181818182	0.02727272727272727	0.01090909090909091	0.007272727272727273	5	109	23	104	15	80	6	69	4	135	5	24	16	6	4
X7Q22.1.AMP	C2	0.00015287203449804583	4.999950000499995e-05	0.07818181818181819	0.06976744186046512	0.48837209302325585	0.2325581395348837	0.13953488372093023	0.06976744186046512	0.005454545454545455	0.038181818181818185	0.01818181818181818	0.01090909090909091	0.005454545454545455	3	111	21	106	10	85	6	69	3	136	3	34	15	8	3
X3P21.31.DEL	C2	0.0005093566085615739	0.0001799982000179998	0.1672727272727273	0.18478260869565216	0.4130434782608695	0.17391304347826084	0.08695652173913042	0.14130434782608695	0.03090909090909091	0.06909090909090909	0.02909090909090909	0.014545454545454545	0.023636363636363636	17	97	38	89	16	79	8	67	13	126	17	38	18	8	13
X11P.AMP	C2	0.0007328498143589993	0.00026999730002699973	0.14181818181818182	0.10256410256410256	0.41025641025641024	0.14102564102564102	0.1923076923076923	0.15384615384615385	0.014545454545454545	0.05818181818181818	0.02	0.02727272727272727	0.02181818181818182	8	106	32	95	11	84	15	60	12	127	8	34	11	17	12
X7P.AMP	C2	0.0008440300212382492	0.00032999670003299966	0.30727272727272725	0.11242603550295859	0.3017751479289941	0.21301775147928997	0.15384615384615385	0.21893491124260359	0.034545454545454546	0.09272727272727273	0.06545454545454546	0.04727272727272727	0.06727272727272728	19	95	51	76	36	59	26	49	37	102	20	55	42	28	39
X19P13.3.DEL	C2	0.0008440300212382492	0.00032999670003299966	0.1709090909090909	0.10638297872340426	0.39361702127659576	0.13829787234042554	0.0851063829787234	0.2765957446808511	0.01818181818181818	0.06727272727272728	0.023636363636363636	0.014545454545454545	0.04727272727272727	10	104	37	90	13	82	8	67	26	113	11	41	17	10	29
X6P.AMP	C2	0.002351226487735123	0.000989990100098999	0.20545454545454545	0.17699115044247787	0.36283185840707965	0.15929203539823011	0.05309734513274337	0.24778761061946905	0.03636363636363636	0.07454545454545454	0.03272727272727273	0.01090909090909091	0.05090909090909091	20	94	41	86	18	77	6	69	28	111	21	46	20	6	29
X17Q24.3.AMP	C2	0.003233243529633669	0.0014099859001409985	0.12000000000000001	0.10606060606060605	0.43939393939393934	0.1515151515151515	0.1212121212121212	0.18181818181818182	0.012727272727272728	0.05272727272727273	0.01818181818181818	0.014545454545454545	0.02181818181818182	7	107	29	98	10	85	8	67	12	127	9	30	13	10	14
X13Q.AMP	C2	0.0032738134157119965	0.0014399856001439985	0.14363636363636365	0.12658227848101264	0.3924050632911392	0.08860759493670886	0.10126582278481013	0.2911392405063291	0.01818181818181818	0.056363636363636366	0.012727272727272728	0.014545454545454545	0.04181818181818182	10	104	31	96	7	88	8	67	23	116	10	32	7	8	23
X3Q28.AMP	C2	0.00488028177569464	0.0022199778002219978	0.07090909090909092	0.07692307692307691	0.4871794871794871	0.2051282051282051	0.07692307692307691	0.15384615384615383	0.005454545454545455	0.034545454545454546	0.014545454545454545	0.005454545454545455	0.01090909090909091	3	111	19	108	8	87	3	72	6	133	3	23	10	3	7
X9P24.1.AMP	C2	0.005450765164479504	0.0024999750002499977	0.14181818181818182	0.20512820512820512	0.39743589743589747	0.07692307692307693	0.08974358974358974	0.23076923076923078	0.02909090909090909	0.056363636363636366	0.01090909090909091	0.012727272727272728	0.03272727272727273	16	98	31	96	6	89	7	68	18	121	21	38	7	8	21
X19Q13.32.DEL	C2	0.006724412755872442	0.003159968400315997	0.045454545454545456	0.04	0.56	0.08	0.08	0.24000000000000002	0.0018181818181818182	0.025454545454545455	0.0036363636363636364	0.0036363636363636364	0.01090909090909091	1	113	14	113	2	93	2	73	6	133	1	14	2	2	7
EP300	C2	0.006924375200692438	0.0032799672003279968	0.10181818181818182	0.14285714285714285	0.32142857142857145	0.32142857142857145	0.08928571428571427	0.125	0.014545454545454545	0.03272727272727273	0.03272727272727273	0.00909090909090909	0.012727272727272728	8	106	18	109	18	77	5	70	7	132	12	34	34	10	13
X11Q23.3.AMP	C2	0.012000338011887057	0.005909940900590994	0.11454545454545456	0.19047619047619047	0.3968253968253968	0.07936507936507935	0.06349206349206349	0.2698412698412698	0.02181818181818182	0.045454545454545456	0.00909090909090909	0.007272727272727273	0.03090909090909091	12	102	25	102	5	90	4	71	17	122	13	35	7	4	20
X7Q.AMP	C2	0.012876689414924033	0.006389936100638993	0.2727272727272727	0.12000000000000002	0.3066666666666667	0.18666666666666668	0.15333333333333335	0.23333333333333334	0.03272727272727273	0.08363636363636363	0.05090909090909091	0.04181818181818182	0.06363636363636363	18	96	46	81	28	67	23	52	35	104	18	49	32	23	38
ZNF423	C2	0.015499845001549984	0.007749922500774992	0.04	0.22727272727272727	0.4090909090909091	0.045454545454545456	0.27272727272727276	0.045454545454545456	0.00909090909090909	0.016363636363636365	0.0018181818181818182	0.01090909090909091	0.0018181818181818182	5	109	9	118	1	94	6	69	1	138	9	15	2	9	2
X12Q.AMP	C2	0.02562377253925302	0.013389866101338986	0.20727272727272728	0.14035087719298245	0.2543859649122807	0.2543859649122807	0.16666666666666666	0.1842105263157895	0.02909090909090909	0.05272727272727273	0.05272727272727273	0.034545454545454546	0.038181818181818185	16	98	29	98	29	66	19	56	21	118	16	29	29	19	21
X1Q.AMP	C2	0.027561852041054057	0.014609853901460985	0.23636363636363636	0.16923076923076924	0.3076923076923077	0.17692307692307693	0.17692307692307693	0.16923076923076924	0.04	0.07272727272727272	0.04181818181818182	0.04181818181818182	0.04	22	92	40	87	23	72	23	52	22	117	22	42	23	24	22
X17Q25.1.DEL	C2	0.02792972070279297	0.014909850901490985	0.08545454545454545	0.1702127659574468	0.425531914893617	0.06382978723404256	0.0851063829787234	0.25531914893617025	0.014545454545454545	0.03636363636363636	0.005454545454545455	0.007272727272727273	0.02181818181818182	8	106	20	107	3	92	4	71	12	127	9	21	3	4	12
X6P21.1.AMP	C2	0.06938531921870324	0.03990960090399096	0.061818181818181814	0.17647058823529416	0.4411764705882353	0.11764705882352942	0.029411764705882356	0.23529411764705885	0.01090909090909091	0.02727272727272727	0.007272727272727273	0.0018181818181818182	0.014545454545454545	6	108	15	112	4	91	1	74	8	131	7	21	6	1	10
X1Q23.3.AMP	C2	0.07164877069178026	0.042019579804201956	0.09636363636363637	0.11320754716981132	0.3962264150943396	0.18867924528301883	0.09433962264150941	0.20754716981132074	0.01090909090909091	0.038181818181818185	0.01818181818181818	0.00909090909090909	0.02	6	108	21	106	10	85	5	70	11	128	6	26	16	5	11
X9Q.AMP	C2	0.08530202197978021	0.05112948870511295	0.11090909090909092	0.13114754098360654	0.36065573770491804	0.09836065573770492	0.11475409836065574	0.29508196721311475	0.014545454545454545	0.04	0.01090909090909091	0.012727272727272728	0.03272727272727273	8	106	22	105	6	89	7	68	18	121	8	24	6	7	18
X13Q31.3.AMP	C2	0.1169426859948268	0.07297927020729793	0.07636363636363637	0.21428571428571427	0.3571428571428571	0.19047619047619047	0.14285714285714285	0.09523809523809523	0.016363636363636365	0.02727272727272727	0.014545454545454545	0.01090909090909091	0.007272727272727273	9	105	15	112	8	87	6	69	4	135	11	23	10	6	4
COPS6	C2	0.12653190833361125	0.07943920560794392	0.02181818181818182	0.25	0.5	0.16666666666666666	0.08333333333333333	0.0	0.005454545454545455	0.01090909090909091	0.0036363636363636364	0.0018181818181818182	0.0	3	111	6	121	2	93	1	74	0	139	6	9	3	2	0
FCGBP	C2	0.20391651639039166	0.13798862011379887	0.11818181818181818	0.15384615384615385	0.3076923076923077	0.16923076923076924	0.06153846153846154	0.3076923076923077	0.01818181818181818	0.03636363636363636	0.02	0.007272727272727273	0.03636363636363636	10	104	20	107	11	84	4	71	20	119	17	33	17	4	35
XPO1	C2	0.2642053579464205	0.18871811281887182	0.029090909090909094	0.1875	0.375	0.12499999999999999	0.24999999999999997	0.06249999999999999	0.005454545454545455	0.01090909090909091	0.0036363636363636364	0.007272727272727273	0.0018181818181818182	3	111	6	121	2	93	4	71	1	138	5	11	3	7	1
RC3H1	C2	0.2833767517247107	0.20560794392056078	0.02909090909090909	0.125	0.4375	0.125	0.0	0.3125	0.0036363636363636364	0.012727272727272728	0.0036363636363636364	0.0	0.00909090909090909	2	112	7	120	2	93	0	75	5	134	4	14	4	0	10
TLR2	C2	0.39152711921156647	0.2986670133298667	0.03090909090909091	0.23529411764705882	0.35294117647058826	0.17647058823529413	0.17647058823529413	0.058823529411764705	0.007272727272727273	0.01090909090909091	0.005454545454545455	0.005454545454545455	0.0018181818181818182	4	110	6	121	3	92	3	72	1	138	8	12	6	6	2
KDELR3	C2	0.39152711921156647	0.2987970120298797	0.01090909090909091	0.0	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0036363636363636364	0.0	0.0036363636363636364	0.0036363636363636364	0	114	2	125	0	95	2	73	2	137	0	4	0	4	4
P2RY8	C2	0.4065326013406533	0.31177688223117767	0.07999999999999999	0.18181818181818185	0.25000000000000006	0.18181818181818185	0.2272727272727273	0.15909090909090912	0.014545454545454545	0.02	0.014545454545454545	0.01818181818181818	0.012727272727272728	8	106	11	116	8	87	10	65	7	132	16	21	16	20	14
PELP1	C2	0.5811620616825506	0.4828451715482845	0.018181818181818184	0.19999999999999998	0.3	0.09999999999999999	0.3	0.09999999999999999	0.0036363636363636364	0.005454545454545455	0.0018181818181818182	0.005454545454545455	0.0018181818181818182	2	112	3	124	1	94	3	72	1	138	4	4	2	5	2
X12P12.1.AMP	C2	0.6097780277802604	0.5112048879511205	0.030909090909090907	0.05882352941176471	0.3529411764705883	0.17647058823529416	0.11764705882352942	0.29411764705882354	0.0018181818181818182	0.01090909090909091	0.005454545454545455	0.0036363636363636364	0.00909090909090909	1	113	6	121	3	92	2	73	5	134	1	8	4	3	6
X17P11.2.DEL	C2	0.6951812184005819	0.6141638583614164	0.012727272727272726	0.0	0.42857142857142866	0.14285714285714288	0.14285714285714288	0.28571428571428575	0.0	0.005454545454545455	0.0018181818181818182	0.0018181818181818182	0.0036363636363636364	0	114	3	124	1	94	1	74	2	137	0	3	1	1	2
HIAT1	C2	0.7809681903180969	0.7193128068719313	0.014545454545454544	0.12500000000000003	0.25000000000000006	0.25000000000000006	0.25000000000000006	0.12500000000000003	0.0018181818181818182	0.0036363636363636364	0.0036363636363636364	0.0036363636363636364	0.0018181818181818182	1	113	2	125	2	93	2	73	1	138	2	3	3	4	2
NEK5	C2	0.8104842028502791	0.7525924740752592	0.023636363636363636	0.07692307692307693	0.3076923076923077	0.23076923076923078	0.15384615384615385	0.23076923076923078	0.0018181818181818182	0.007272727272727273	0.005454545454545455	0.0036363636363636364	0.005454545454545455	1	113	4	123	3	92	2	73	3	136	2	8	6	4	6
E2F5	C2	0.8607248327516726	0.8089519104808952	0.03636363636363636	0.2	0.30000000000000004	0.2	0.15000000000000002	0.15000000000000002	0.007272727272727273	0.01090909090909091	0.007272727272727273	0.005454545454545455	0.005454545454545455	4	110	6	121	4	91	3	72	3	136	7	12	8	6	6
RAD9A	C2	0.8787196049608131	0.8411115888841112	0.012727272727272726	0.14285714285714288	0.42857142857142866	0.14285714285714288	0.14285714285714288	0.14285714285714288	0.0018181818181818182	0.005454545454545455	0.0018181818181818182	0.0018181818181818182	0.0018181818181818182	1	113	3	124	1	94	1	74	1	138	1	5	2	2	2
TMCO4	C2	0.9206198988593772	0.8894711052889471	0.02	0.18181818181818182	0.36363636363636365	0.09090909090909091	0.09090909090909091	0.27272727272727276	0.0036363636363636364	0.007272727272727273	0.0018181818181818182	0.0018181818181818182	0.005454545454545455	2	112	4	123	1	94	1	74	3	136	3	8	1	1	4
NIPA2	C2	0.9579512732004463	0.9291407085929141	0.01818181818181818	0.1	0.30000000000000004	0.2	0.1	0.30000000000000004	0.0018181818181818182	0.005454545454545455	0.0036363636363636364	0.0018181818181818182	0.005454545454545455	1	113	3	124	2	93	1	74	3	136	2	5	4	2	5
CCDC159	C2	0.9638038754747588	0.9384406155938441	0.014545454545454545	0.125	0.37500000000000006	0.125	0.125	0.25	0.0018181818181818182	0.005454545454545455	0.0018181818181818182	0.0018181818181818182	0.0036363636363636364	1	113	3	124	1	94	1	74	2	137	2	6	2	2	4
KRTAP5.1	C2	0.9880988976369779	0.9732402675973241	0.010909090909090908	0.16666666666666669	0.33333333333333337	0.16666666666666669	0.16666666666666669	0.16666666666666669	0.0018181818181818182	0.0036363636363636364	0.0018181818181818182	0.0018181818181818182	0.0018181818181818182	1	113	2	125	1	94	1	74	1	138	2	4	2	2	1
DCDC2B	C2	0.9900119866725862	0.982650173498265	0.014545454545454545	0.125	0.25	0.25	0.125	0.25	0.0018181818181818182	0.0036363636363636364	0.0036363636363636364	0.0018181818181818182	0.0036363636363636364	1	113	2	125	2	93	1	74	2	137	1	4	4	2	4
SV.BCL2	C3	3.594558649008105e-05	9.99990000099999e-06	0.14727272727272728	0.024691358024691357	0.18518518518518517	0.7037037037037037	0.04938271604938271	0.03703703703703704	0.0036363636363636364	0.02727272727272727	0.10363636363636364	0.007272727272727273	0.005454545454545455	2	112	15	112	57	38	4	71	3	136	6	45	171	12	9
BCL2	C3	3.594558649008105e-05	9.99990000099999e-06	0.1618181818181818	0.03370786516853933	0.14606741573033707	0.5842696629213483	0.06741573033707866	0.16853932584269662	0.005454545454545455	0.023636363636363636	0.09454545454545454	0.01090909090909091	0.02727272727272727	3	111	13	114	52	43	6	69	15	124	5	26	94	12	24
CREBBP	C3	3.594558649008105e-05	9.99990000099999e-06	0.18181818181818182	0.15	0.18000000000000002	0.45999999999999996	0.060000000000000005	0.15	0.02727272727272727	0.03272727272727273	0.08363636363636363	0.01090909090909091	0.02727272727272727	15	99	18	109	46	49	6	69	15	124	29	33	92	12	30
TNFRSF14	C3	3.594558649008105e-05	9.99990000099999e-06	0.14545454545454545	0.17500000000000002	0.15000000000000002	0.47500000000000003	0.17500000000000002	0.025	0.025454545454545455	0.02181818181818182	0.06909090909090909	0.025454545454545455	0.0036363636363636364	14	100	12	115	38	57	14	61	2	137	27	23	76	28	3
EZH2	C3	3.594558649008105e-05	9.99990000099999e-06	0.08545454545454544	0.04255319148936171	0.148936170212766	0.7446808510638299	0.021276595744680854	0.04255319148936171	0.0036363636363636364	0.012727272727272728	0.06363636363636363	0.0018181818181818182	0.0036363636363636364	2	112	7	120	35	60	1	74	2	137	3	14	70	2	4
HVCN1	C3	3.594558649008105e-05	9.99990000099999e-06	0.027272727272727275	0.06666666666666667	0.06666666666666667	0.8	0.0	0.06666666666666667	0.0018181818181818182	0.0018181818181818182	0.02181818181818182	0.0	0.0018181818181818182	1	113	1	126	12	83	0	75	1	138	2	2	24	0	2
KMT2D	C3	6.56783555621234e-05	1.999980000199998e-05	0.32181818181818184	0.1638418079096045	0.2033898305084746	0.29378531073446323	0.10734463276836158	0.23163841807909602	0.05272727272727273	0.06545454545454546	0.09454545454545454	0.034545454545454546	0.07454545454545454	29	85	36	91	52	43	19	56	41	98	56	71	103	38	77
IRF8	C3	0.0005093566085615739	0.0001799982000179998	0.0890909090909091	0.22448979591836735	0.12244897959183673	0.3673469387755102	0.2040816326530612	0.08163265306122448	0.02	0.01090909090909091	0.03272727272727273	0.01818181818181818	0.007272727272727273	11	103	6	121	18	77	10	65	4	135	22	12	33	19	7
GNA13	C3	0.0005319946800531995	0.00018999810001899982	0.09272727272727273	0.19607843137254902	0.11764705882352942	0.39215686274509803	0.17647058823529413	0.11764705882352942	0.01818181818181818	0.01090909090909091	0.03636363636363636	0.016363636363636365	0.01090909090909091	10	104	6	121	20	75	9	66	6	133	20	12	40	18	12
MAP2K1	C3	0.0013177849872877418	0.0005399946000539995	0.039999999999999994	0.2727272727272728	0.04545454545454546	0.4545454545454546	0.18181818181818185	0.04545454545454546	0.01090909090909091	0.0018181818181818182	0.01818181818181818	0.007272727272727273	0.0018181818181818182	6	108	1	126	10	85	4	71	1	138	11	2	19	8	1
SV.MYC	C3	0.002871829688782758	0.0012199878001219987	0.06727272727272728	0.08108108108108109	0.24324324324324326	0.4324324324324324	0.1081081081081081	0.13513513513513511	0.005454545454545455	0.016363636363636365	0.02909090909090909	0.007272727272727273	0.00909090909090909	3	111	9	118	16	79	4	71	5	134	9	27	48	12	15
SOCS1	C3	0.0029399706002939973	0.0012599874001259987	0.13090909090909092	0.2222222222222222	0.13888888888888887	0.25	0.25	0.13888888888888887	0.02909090909090909	0.01818181818181818	0.03272727272727273	0.03272727272727273	0.01818181818181818	16	98	10	117	18	77	18	57	10	129	31	18	35	30	19
PTEN	C3	0.004559954400455995	0.002039979600203998	0.04181818181818182	0.13043478260869568	0.08695652173913043	0.34782608695652173	0.34782608695652173	0.08695652173913043	0.005454545454545455	0.0036363636363636364	0.014545454545454545	0.014545454545454545	0.0036363636363636364	3	111	2	125	8	87	8	67	2	137	6	4	16	16	4
MEF2C	C3	0.004610620560461062	0.0020799792002079978	0.02	0.0	0.0	0.45454545454545453	0.36363636363636365	0.18181818181818182	0.0	0.0	0.00909090909090909	0.007272727272727273	0.0036363636363636364	0	114	0	127	5	90	4	71	2	137	0	0	9	8	3
MEF2B	C3	0.016158345879227775	0.008139918600813992	0.08	0.25	0.18181818181818182	0.36363636363636365	0.06818181818181819	0.13636363636363638	0.02	0.014545454545454545	0.02909090909090909	0.005454545454545455	0.01090909090909091	11	103	8	119	16	79	3	72	6	133	21	15	31	6	12
EEF1A1	C3	0.06352227868449792	0.036059639403605966	0.04727272727272727	0.07692307692307693	0.11538461538461539	0.3076923076923077	0.2692307692307692	0.23076923076923078	0.0036363636363636364	0.005454545454545455	0.014545454545454545	0.012727272727272728	0.01090909090909091	2	112	3	124	8	87	7	68	6	133	4	5	16	13	10
POU2AF1	C3	0.08734956128699584	0.05286947130528695	0.025454545454545455	0.2142857142857143	0.07142857142857142	0.3571428571428571	0.2857142857142857	0.07142857142857142	0.005454545454545455	0.0018181818181818182	0.00909090909090909	0.007272727272727273	0.0018181818181818182	3	111	1	126	5	90	4	71	1	138	6	2	9	8	2
ADCY7	C3	0.16643178395802247	0.10886891131088688	0.027272727272727275	0.26666666666666666	0.13333333333333333	0.4	0.13333333333333333	0.06666666666666667	0.007272727272727273	0.0036363636363636364	0.01090909090909091	0.0036363636363636364	0.0018181818181818182	4	110	2	125	6	89	2	73	1	138	6	3	9	3	2
STAT6	C3	0.2311588776004132	0.16076839231607684	0.029090909090909087	0.06250000000000001	0.25000000000000006	0.3125	0.25000000000000006	0.12500000000000003	0.0018181818181818182	0.007272727272727273	0.00909090909090909	0.007272727272727273	0.0036363636363636364	1	113	4	123	5	90	4	71	2	137	2	8	10	7	3
SIN3A	C3	0.2551310657106195	0.18004819951800483	0.03636363636363636	0.15000000000000002	0.2	0.4	0.1	0.15000000000000002	0.005454545454545455	0.007272727272727273	0.014545454545454545	0.0036363636363636364	0.005454545454545455	3	111	4	123	8	87	2	73	3	136	4	8	15	4	6
IL4R	C3	0.2833767517247107	0.2051579484205158	0.025454545454545455	0.14285714285714285	0.2142857142857143	0.3571428571428571	0.2142857142857143	0.07142857142857142	0.0036363636363636364	0.005454545454545455	0.00909090909090909	0.005454545454545455	0.0018181818181818182	2	112	3	124	5	90	3	72	1	138	3	6	9	6	2
OR6K2	C3	0.4544100013545319	0.35656643433565666	0.016363636363636365	0.1111111111111111	0.2222222222222222	0.4444444444444444	0.1111111111111111	0.1111111111111111	0.0018181818181818182	0.0036363636363636364	0.007272727272727273	0.0018181818181818182	0.0018181818181818182	1	113	2	125	4	91	1	74	1	138	1	4	8	2	2
NFATC4	C3	0.4931940351957983	0.3943360566394336	0.023636363636363636	0.15384615384615385	0.07692307692307693	0.3076923076923077	0.23076923076923078	0.23076923076923078	0.0036363636363636364	0.0018181818181818182	0.007272727272727273	0.005454545454545455	0.005454545454545455	2	112	1	126	4	91	3	72	3	136	3	2	6	5	6
HLA.DMA	C3	0.5172101767354419	0.4180458195418046	0.010909090909090908	0.16666666666666669	0.16666666666666669	0.5000000000000001	0.0	0.16666666666666669	0.0018181818181818182	0.0018181818181818182	0.005454545454545455	0.0	0.0018181818181818182	1	113	1	126	3	92	0	75	1	138	2	2	6	0	2
RUSC1	C3	0.6124588754112459	0.5157548424515754	0.02181818181818182	0.25	0.08333333333333333	0.3333333333333333	0.08333333333333333	0.25	0.005454545454545455	0.0018181818181818182	0.007272727272727273	0.0018181818181818182	0.005454545454545455	3	111	1	126	4	91	1	74	3	136	6	2	8	2	6
VEZF1	C3	0.8839112390126099	0.8506814931850681	0.02	0.18181818181818182	0.18181818181818182	0.27272727272727276	0.18181818181818182	0.18181818181818182	0.0036363636363636364	0.0036363636363636364	0.005454545454545455	0.0036363636363636364	0.0036363636363636364	2	112	2	125	3	92	2	73	2	137	3	4	6	4	3
HIST1H1E	C4	3.594558649008105e-05	9.99990000099999e-06	0.2018181818181818	0.24324324324324323	0.16216216216216217	0.11711711711711711	0.33333333333333337	0.14414414414414414	0.04909090909090909	0.03272727272727273	0.023636363636363636	0.06727272727272728	0.02909090909090909	27	87	18	109	13	82	37	38	16	123	50	34	24	71	30
SGK1	C4	3.594558649008105e-05	9.99990000099999e-06	0.12363636363636363	0.13235294117647062	0.1911764705882353	0.14705882352941177	0.5000000000000001	0.029411764705882356	0.016363636363636365	0.023636363636363636	0.01818181818181818	0.06181818181818182	0.0036363636363636364	9	105	13	114	10	85	34	41	2	137	18	26	20	66	4
DUSP2	C4	3.594558649008105e-05	9.99990000099999e-06	0.16	0.19318181818181818	0.1590909090909091	0.045454545454545456	0.30681818181818177	0.29545454545454547	0.03090909090909091	0.025454545454545455	0.007272727272727273	0.04909090909090909	0.04727272727272727	17	97	14	113	4	91	27	48	26	113	28	24	7	49	41
LTB	C4	3.594558649008105e-05	9.99990000099999e-06	0.09636363636363637	0.20754716981132074	0.1320754716981132	0.11320754716981132	0.4528301886792453	0.09433962264150941	0.02	0.012727272727272728	0.01090909090909091	0.04363636363636364	0.00909090909090909	11	103	7	120	6	89	24	51	5	134	17	13	10	45	10
KLHL6	C4	3.594558649008105e-05	9.99990000099999e-06	0.09636363636363637	0.1320754716981132	0.20754716981132074	0.05660377358490566	0.4150943396226415	0.18867924528301883	0.012727272727272728	0.02	0.005454545454545455	0.04	0.01818181818181818	7	107	11	116	3	92	22	53	10	129	13	22	5	43	20
ZFP36L1	C4	3.594558649008105e-05	9.99990000099999e-06	0.10545454545454547	0.10344827586206896	0.0689655172413793	0.1379310344827586	0.3620689655172414	0.3275862068965517	0.01090909090909091	0.007272727272727273	0.014545454545454545	0.038181818181818185	0.034545454545454546	6	108	4	123	8	87	21	54	19	120	10	7	16	39	32
HIST1H2BC	C4	3.594558649008105e-05	9.99990000099999e-06	0.08727272727272728	0.29166666666666663	0.14583333333333331	0.0625	0.3958333333333333	0.10416666666666666	0.025454545454545455	0.012727272727272728	0.005454545454545455	0.034545454545454546	0.00909090909090909	14	100	7	120	3	92	19	56	5	134	26	12	5	28	7
CD83	C4	3.594558649008105e-05	9.99990000099999e-06	0.05454545454545455	0.16666666666666666	0.1	0.06666666666666667	0.6	0.06666666666666667	0.00909090909090909	0.005454545454545455	0.0036363636363636364	0.03272727272727273	0.0036363636363636364	5	109	3	124	2	93	18	57	2	137	9	6	4	34	4
NFKBIA	C4	3.594558649008105e-05	9.99990000099999e-06	0.045454545454545456	0.04	0.04	0.28	0.64	0.0	0.0018181818181818182	0.0018181818181818182	0.012727272727272728	0.02909090909090909	0.0	1	113	1	126	7	88	16	59	0	139	2	2	14	29	0
TET2	C4	3.594558649008105e-05	9.99990000099999e-06	0.04909090909090909	0.11111111111111113	0.11111111111111113	0.0	0.5185185185185186	0.2592592592592593	0.005454545454545455	0.005454545454545455	0.0	0.025454545454545455	0.012727272727272728	3	111	3	124	0	95	14	61	7	132	6	6	0	28	13
BRAF	C4	3.594558649008105e-05	9.99990000099999e-06	0.05818181818181818	0.18750000000000003	0.25	0.125	0.4375	0.0	0.01090909090909091	0.014545454545454545	0.007272727272727273	0.025454545454545455	0.0	6	108	8	119	4	91	14	61	0	139	11	14	8	27	0
HIST1H1C	C4	6.56783555621234e-05	1.999980000199998e-05	0.1290909090909091	0.18309859154929578	0.16901408450704228	0.14084507042253522	0.36619718309859156	0.14084507042253522	0.023636363636363636	0.02181818181818182	0.01818181818181818	0.04727272727272727	0.01818181818181818	13	101	12	115	10	85	26	49	10	129	24	21	18	49	18
PTPN6	C4	6.56783555621234e-05	1.999980000199998e-05	0.04909090909090909	0.18518518518518517	0.07407407407407408	0.07407407407407408	0.5185185185185186	0.14814814814814817	0.00909090909090909	0.0036363636363636364	0.0036363636363636364	0.025454545454545455	0.007272727272727273	5	109	2	125	2	93	14	61	4	135	10	4	4	28	8
YY1	C4	6.56783555621234e-05	1.999980000199998e-05	0.03636363636363637	0.24999999999999994	0.0	0.09999999999999999	0.5499999999999999	0.09999999999999999	0.00909090909090909	0.0	0.0036363636363636364	0.02	0.0036363636363636364	5	109	0	127	2	93	11	64	2	137	9	0	4	22	4
CRIP1	C4	0.0001237196930356278	3.999960000399996e-05	0.023636363636363636	0.23076923076923078	0.07692307692307693	0.07692307692307693	0.6153846153846154	0.0	0.005454545454545455	0.0018181818181818182	0.0018181818181818182	0.014545454545454545	0.0	3	111	1	126	1	94	8	67	0	139	5	2	2	15	0
RAC2	C4	0.00017733156001773317	5.999940000599994e-05	0.027272727272727275	0.06666666666666667	0.0	0.4	0.4666666666666666	0.06666666666666667	0.0018181818181818182	0.0	0.01090909090909091	0.012727272727272728	0.0018181818181818182	1	113	0	127	6	89	7	68	1	138	2	0	12	13	2
HIST1H1B	C4	0.00023384381540799977	7.999920000799993e-05	0.09818181818181819	0.18518518518518517	0.14814814814814814	0.09259259259259259	0.37037037037037035	0.2037037037037037	0.01818181818181818	0.014545454545454545	0.00909090909090909	0.03636363636363636	0.02	10	104	8	119	5	90	20	55	11	128	18	13	9	37	21
HIST1H2AM	C4	0.0005818691813081869	0.0002099979000209998	0.09454545454545454	0.21153846153846154	0.15384615384615385	0.1346153846153846	0.3653846153846154	0.1346153846153846	0.02	0.014545454545454545	0.012727272727272728	0.034545454545454546	0.012727272727272728	11	103	8	119	7	88	19	56	7	132	17	15	11	33	10
